-.*** Lectura de Valores de los Ultimos 5 Segundos .-*** 
-.** Prueba Aplicada a la Placa: JBT71A .-**
-.* Tabla de Valores Moto en RALENTI  EXHOSTO 1.-* 
	 HC 	 CO 	 CO2 	 O2 	 RPM 	 TEMP	 Ult. Lect 	
1	231	0.61	10.9	4.96	1700	56	NO
2	231	0.61	10.9	4.98	1690	56	NO
3	231	0.61	10.9	4.98	1690	56	NO
4	231	0.61	10.9	5.0	1700	56	NO
5	231	0.61	10.9	5.0	1700	56	NO
6	231	0.61	10.9	5.03	1690	56	NO
7	231	0.61	10.9	5.03	1690	56	NO
8	231	0.61	10.9	5.05	1690	56	NO
9	231	0.61	10.9	5.05	1690	56	NO
10	231	0.61	10.9	5.08	1690	56	NO
11	231	0.61	10.9	5.08	1690	56	NO
12	231	0.61	10.8	5.1	1700	56	NO
13	231	0.61	10.8	5.1	1700	56	NO
14	231	0.61	10.8	5.12	1680	56	NO
15	231	0.61	10.8	5.12	1680	56	NO
16	231	0.6	10.8	5.13	1690	56	NO
17	231	0.6	10.8	5.13	1690	56	NO
18	231	0.6	10.8	5.13	1690	56	NO
19	231	0.6	10.8	5.13	1690	56	NO
20	231	0.6	10.8	5.13	1700	56	NO
21	231	0.6	10.8	5.13	1700	56	NO
22	231	0.6	10.8	5.13	1690	56	NO
23	231	0.6	10.8	5.13	1690	56	NO
24	231	0.6	10.8	5.13	1680	56	NO
25	231	0.6	10.8	5.13	1680	56	NO
26	231	0.6	10.8	5.13	1690	56	NO
27	231	0.6	10.8	5.13	1690	56	NO
28	231	0.6	10.8	5.13	1690	56	NO
29	231	0.6	10.8	5.13	1690	56	NO
30	231	0.6	10.8	5.13	1690	56	NO
31	231	0.6	10.8	5.13	1690	56	NO
32	231	0.6	10.8	5.13	1690	56	NO
33	231	0.6	10.8	5.13	1690	56	NO
34	232	0.6	10.8	5.14	1690	56	NO
35	232	0.6	10.8	5.14	1690	56	NO
36	232	0.6	10.8	5.14	1690	56	NO
37	232	0.6	10.8	5.14	1690	56	NO
38	232	0.6	10.8	5.15	1690	56	NO
39	232	0.6	10.8	5.15	1690	56	NO
40	232	0.6	10.8	5.15	1700	56	NO
41	232	0.6	10.8	5.15	1700	56	NO
42	232	0.6	10.8	5.15	1690	56	NO
43	232	0.6	10.8	5.15	1690	56	NO
44	232	0.6	10.9	5.15	1710	56	NO
45	232	0.6	10.9	5.15	1710	56	NO
46	232	0.6	10.9	5.15	1690	56	NO
47	232	0.6	10.9	5.15	1690	56	NO
48	232	0.6	10.9	5.14	1700	56	NO
49	232	0.6	10.9	5.14	1700	56	NO
50	233	0.62	10.9	5.1	1690	56	SI
51	233	0.62	10.9	5.1	1690	56	SI
52	233	0.62	10.9	5.1	1700	56	SI
53	233	0.62	10.9	5.1	1700	56	SI
54	233	0.62	10.9	5.1	1690	56	SI
55	233	0.62	10.9	5.1	1690	56	SI
56	233	0.62	10.9	5.1	1690	56	SI
57	233	0.62	10.9	5.1	1690	56	SI
58	234	0.62	10.9	5.1	1690	56	SI
59	234	0.62	10.9	5.1	1690	56	SI
60	176	0.47	8.3	8.82	1700	56	NO
-.** Tabla de Valores Moto en RALENTI  EXHOSTO 2.-** 
61	176	0.47	8.3	8.82	1700	56	NO
62	176	0.47	8.3	8.83	1690	56	NO
63	176	0.47	8.3	8.83	1690	56	NO
64	176	0.47	8.3	8.84	1690	56	NO
65	176	0.47	8.3	8.84	1690	56	NO
66	176	0.47	8.3	8.85	1690	56	NO
67	176	0.47	8.3	8.85	1690	56	NO
68	176	0.47	8.3	8.87	1690	56	NO
69	176	0.47	8.3	8.87	1690	56	NO
70	176	0.47	8.2	8.87	1690	56	NO
71	176	0.47	8.2	8.87	1690	56	NO
72	177	0.47	8.2	8.9	1690	56	NO
73	177	0.47	8.2	8.9	1690	56	NO
74	177	0.47	8.2	8.91	1680	56	NO
75	177	0.47	8.2	8.91	1680	56	NO
76	177	0.47	8.1	8.95	1690	56	NO
77	177	0.47	8.1	8.95	1690	56	NO
78	177	0.47	8.1	8.96	1710	56	NO
79	177	0.47	8.1	8.96	1710	56	NO
80	177	0.47	8.1	8.98	1700	56	NO
81	177	0.47	8.1	8.98	1700	56	NO
82	177	0.47	8.1	8.98	1700	56	NO
83	177	0.47	8.1	8.98	1700	56	NO
84	177	0.47	8.1	8.98	1690	56	NO
85	177	0.47	8.1	8.98	1690	56	NO
86	178	0.47	8.1	9.0	1690	56	NO
87	178	0.47	8.1	9.0	1690	56	NO
88	178	0.47	8.1	9.0	1690	56	NO
89	178	0.47	8.1	9.0	1690	56	NO
90	178	0.47	8.1	9.0	1690	56	NO
91	178	0.47	8.1	9.0	1690	56	NO
92	178	0.47	8.1	9.0	1700	56	NO
93	178	0.47	8.1	9.0	1700	56	NO
94	178	0.47	8.1	9.0	1700	56	NO
95	178	0.47	8.1	9.0	1700	56	NO
96	178	0.47	8.1	9.0	1700	56	NO
97	178	0.47	8.1	9.0	1700	56	NO
98	177	0.47	8.1	9.0	1710	56	NO
99	177	0.47	8.1	9.0	1710	56	NO
100	177	0.48	8.1	9.0	1690	56	NO
101	177	0.48	8.1	9.0	1690	56	NO
102	177	0.48	8.1	9.0	1700	56	NO
103	177	0.48	8.1	9.0	1700	56	NO
104	177	0.48	8.1	9.0	1710	56	NO
105	177	0.48	8.1	9.0	1710	56	NO
106	177	0.48	8.1	9.0	1700	56	NO
107	177	0.48	8.1	9.0	1700	56	NO
108	177	0.48	8.1	9.0	1690	56	NO
109	177	0.48	8.1	9.0	1690	56	NO
110	179	0.47	8.0	9.04	1690	56	SI
111	179	0.47	8.0	9.04	1690	56	SI
112	179	0.47	8.0	9.06	1700	56	SI
113	179	0.47	8.0	9.06	1700	56	SI
114	179	0.47	8.0	9.08	1680	56	SI
115	179	0.47	8.0	9.08	1680	56	SI
116	179	0.47	8.0	9.1	1690	56	SI
117	179	0.47	8.0	9.1	1690	56	SI
118	179	0.47	8.0	9.11	1700	56	SI
119	179	0.47	8.0	9.11	1700	56	SI
